CpG_Site,Coefficient,Mean_Beta_Value,Predictor
cg14225168,-0.01558092,0.331610692,OSM
cg00129811,0.009987666,0.340988545,OSM
cg05501357,-0.004028901,0.343022724,OSM
cg13066481,-0.008198253,0.380531189,OSM
cg06837426,0.001885795,0.382028739,OSM
cg20977312,-0.031763736,0.398429051,OSM
cg22513955,-0.012573953,0.405547228,OSM
cg25174111,0.00434936,0.485628544,OSM
cg12929678,0.002845187,0.491960174,OSM
cg04518985,-0.005371676,0.492101188,OSM
cg11555645,-3.2e-5,0.492873048,OSM
cg06760077,0.020365906,0.496396974,OSM
cg00645731,-0.008907863,0,OSM
cg03507593,0.002602753,0,OSM
cg05358715,0.030785371,0,OSM
cg06133392,0.012273146,0,OSM
cg06528340,-0.004284325,0,OSM
cg08240881,-0.008764167,0,OSM
cg10770662,-0.001126952,0,OSM
cg14522441,0.012813841,0,OSM
cg16994330,-0.00139503,0,OSM
cg18878992,0.002167258,0,OSM
cg22909083,-0.012982541,0,OSM
cg23849965,8.59189e-4,0,OSM
cg25809434,-0.009130776,0,OSM
cg27120488,-0.003682011,0,OSM
ch.14.1488981R,-0.004210678,0,OSM
ch.5.1906008F,0.002447992,0,OSM
cg08935410,-0.008357842,0.519467962,OSM
cg02892925,0.013576819,0.527568497,OSM
cg12550597,-0.003171839,0.546596948,OSM
cg10649130,0.008179046,0.595045466,OSM
cg27361847,-0.012475538,0.600192154,OSM
cg07794010,0.024588075,0.610994644,OSM
cg23874611,-0.009696737,0.628046396,OSM
cg09518270,0.008926176,0.639850209,OSM
cg07915730,-0.009384062,0.64351126,OSM
cg09548084,0.012817004,0.657338161,OSM
cg16155175,4.08263e-4,0.666956977,OSM
cg01434559,2.70075e-4,0.669479371,OSM
cg14109551,0.033029936,0.671345847,OSM
cg04468741,0.029622759,0.673372944,OSM
cg27405128,0.022099326,0.676706458,OSM
cg12242338,-0.004988677,0.694695933,OSM
cg05242065,0.003952046,0.697145626,OSM
cg00908271,-0.011522085,0.720210448,OSM
cg19105674,-0.00444389,0.725907086,OSM
cg15708127,0.02101714,0.729596297,OSM
cg04657768,-0.010427341,0.732832001,OSM
cg07031070,0.019056061,0.73642223,OSM
cg26230601,-0.002919099,0.73728288,OSM
cg26326621,0.018914091,0.738683875,OSM
cg11231069,0.009570706,0.74741912,OSM
cg22055337,-8.45006e-4,0.752061061,OSM
cg10471929,-0.005653144,0.754711021,OSM
cg24822825,-0.003736779,0.757146638,OSM
cg10624395,0.025829209,0.759364498,OSM
cg27601809,-0.013392016,0.769626955,OSM
cg22716262,2.50252e-4,0.776111076,OSM
cg10195814,0.020990853,0.784683555,OSM
cg26490758,8.62056e-4,0.811991939,OSM
cg12802093,-0.062465661,0.81522251,OSM
cg05709879,-6.22342e-4,0.816203634,OSM
cg05575921,-0.062575978,0.817338706,OSM
cg08287220,-0.014406203,0.82368324,OSM
cg18315708,0.002444496,0.839734032,OSM
cg16030510,-0.001688655,0.843263787,OSM
cg07213264,-0.00325028,0.847405005,OSM
cg15563184,-0.012118092,0.850078136,OSM
cg27078727,-0.004842159,0.852344417,OSM
cg23205183,-0.019730969,0.868567993,OSM
cg14457610,-0.005618547,0.872559874,OSM
cg09030852,3.39e-5,0.880191968,OSM
cg02878901,0.004261123,0.890929748,OSM
cg08376310,0.03785906,0.898579342,OSM
cg24455236,0.015648344,0.90044004,OSM
cg26102082,0.0424225,0.919722,OSM
cg15899913,-0.003873105,0.943559143,OSM
cg17827328,0.037467645,0.944328884,OSM
cg06028804,-0.01255356,0.971465982,OSM
cg13781149,-0.011273324,0.023500669,Osteomodulin
cg26709537,0.010068157,0.024679372,Osteomodulin
cg03788131,-0.009756629,0.024806383,Osteomodulin
cg10237911,-0.01526464,0.027081256,Osteomodulin
cg26072213,0.013360839,0.027658807,Osteomodulin
cg00854006,-0.008943424,0.027995722,Osteomodulin
cg12051532,0.00116788,0.028677526,Osteomodulin
cg04765236,-0.035502025,0.029085579,Osteomodulin
cg16769688,-0.006349141,0.029404201,Osteomodulin
cg09764440,-0.008094705,0.029652641,Osteomodulin
cg16790610,-0.002647842,0.029738855,Osteomodulin
cg19747876,-4.36064e-4,0.029861795,Osteomodulin
cg22907174,0.007717167,0.030726572,Osteomodulin
cg19311602,-0.004364679,0.030805983,Osteomodulin
cg22350160,-0.00471416,0.030912192,Osteomodulin
cg18844850,-0.00261127,0.031127672,Osteomodulin
cg12615866,0.006348235,0.031138261,Osteomodulin
cg21113044,0.007919767,0.031304316,Osteomodulin
cg17567317,-0.00535421,0.034048294,Osteomodulin
cg09775785,-0.001174259,0.034338719,Osteomodulin
cg24085258,-0.005575299,0.03505777,Osteomodulin
cg24328964,-0.012913742,0.036688733,Osteomodulin
cg03628682,-0.006675909,0.03688569,Osteomodulin
cg08159148,-0.003186557,0.037023964,Osteomodulin
cg06113534,-0.010020094,0.037846953,Osteomodulin
cg11706729,-0.002370824,0.038130081,Osteomodulin
cg22175178,-0.006123819,0.038738241,Osteomodulin
cg23048366,0.003204849,0.039423439,Osteomodulin
cg10365046,-1.11759e-4,0.04061114,Osteomodulin
cg08759689,-2.84e-5,0.04195534,Osteomodulin
cg10403048,-0.01075939,0.045124323,Osteomodulin
cg07190917,-0.005791884,0.045965589,Osteomodulin
cg07611812,-0.001120806,0.047055437,Osteomodulin
cg11608114,-5.40803e-4,0.047693539,Osteomodulin
cg18845289,-0.015736289,0.047840527,Osteomodulin
cg19850565,-5.64152e-4,0.047971188,Osteomodulin
cg23107161,-0.001021709,0.049822119,Osteomodulin
cg25143070,0.022015227,0.052475815,Osteomodulin
cg02713901,-7.632e-4,0.054481257,Osteomodulin
cg24009736,-0.004846571,0.055412455,Osteomodulin
cg03631864,-0.001004866,0.057157876,Osteomodulin
cg19774488,0.006914419,0.061325427,Osteomodulin
cg02650017,0.00930955,0.068960708,Osteomodulin
cg05956273,-0.004738407,0.070469065,Osteomodulin
cg09987651,-0.019641281,0.071870356,Osteomodulin
cg00522018,-6.14274e-4,0.080156779,Osteomodulin
cg00251618,-0.003095222,0.089213506,Osteomodulin
cg16741710,-0.001351491,0.089701845,Osteomodulin
cg17130457,0.007001513,0.091631361,Osteomodulin
cg18179849,8.73483e-4,0.094609299,Osteomodulin
cg01225698,1.92451e-4,0.095301245,Osteomodulin
cg14026788,0.008385358,0.107591003,Osteomodulin
cg27298570,-0.002942757,0.112770562,Osteomodulin
cg15634398,-0.001880032,0.112856958,Osteomodulin
cg27403635,-0.009787523,0.136141578,Osteomodulin
cg26866348,-0.001413496,0.140596857,Osteomodulin
cg03699074,0.004988189,0.148576764,Osteomodulin
cg24336718,0.004595802,0.156502129,Osteomodulin
cg10636246,0.004424431,0.180374173,Osteomodulin
cg11751545,-0.019317736,0.182542221,Osteomodulin
cg09599862,-0.020566579,0.20079623,Osteomodulin
cg05438378,0.008872395,0.211365968,Osteomodulin
cg23378546,-0.008743535,0.21328271,Osteomodulin
cg05540716,-0.022944236,0.216466548,Osteomodulin
cg19206146,7.9104e-4,0.249735513,Osteomodulin
cg17077610,0.011643252,0.28351097200000003,Osteomodulin
cg22605919,0.004895919,0.290440556,Osteomodulin
cg07504977,-0.008773238,0.306406061,Osteomodulin
cg14728380,-0.022056063,0.350720026,Osteomodulin
cg15772157,0.005444007,0.351441223,Osteomodulin
cg13185308,-0.003157028,0.351537623,Osteomodulin
cg19074393,0.014229669,0.376509934,Osteomodulin
cg03405128,0.003285721,0.403099961,Osteomodulin
cg20912517,-2.78321e-4,0.406750568,Osteomodulin
cg12251803,0.020374356,0.423630122,Osteomodulin
cg13526488,0.001352443,0.439250179,Osteomodulin
cg23580038,0.002572423,0.447630096,Osteomodulin
cg06473675,0.014357552,0.449178685,Osteomodulin
cg09650488,0.013387398,0.460102774,Osteomodulin
cg09497409,-0.012996941,0.462425935,Osteomodulin
cg11070176,0.003330738,0.479256155,Osteomodulin
cg06500161,-0.019359717,0.486511073,Osteomodulin
cg01940273,0.044987151,0.495460467,Osteomodulin
cg08364654,0.007486855,0.505044938,Osteomodulin
cg07628841,0.022569945,0.522310552,Osteomodulin
cg22744079,0.001063162,0.529446471,Osteomodulin
cg07320695,-3.14636e-4,0.536282706,Osteomodulin
cg11612852,0.002099947,0.539853282,Osteomodulin
cg19401111,0.009518592,0.545532763,Osteomodulin
cg02456521,0.010031921,0.553229228,Osteomodulin
cg21566642,0.030105862,0.555344532,Osteomodulin
cg17061862,0.019325958,0.555846736,Osteomodulin
cg03130816,-0.008771993,0.559689891,Osteomodulin
cg05183966,0.005661344,0.561779765,Osteomodulin
cg22382854,0.001092337,0.562097776,Osteomodulin
cg00210249,-0.043633856,0.583997274,Osteomodulin
cg26286198,9.91012e-4,0.594657295,Osteomodulin
cg07947016,0.005609898,0.605932952,Osteomodulin
cg25799879,0.002985607,0.606788593,Osteomodulin
cg03503785,0.006299558,0.610189266,Osteomodulin
cg06666376,-0.001357892,0.612360496,Osteomodulin
cg17501210,0.014451928,0.631210325,Osteomodulin
cg14914552,-0.026546664,0.63237163,Osteomodulin
cg00965168,-0.00454215,0.642465617,Osteomodulin
cg07003900,0.007806624,0.647227298,Osteomodulin
cg11323650,0.013246584,0.656512908,Osteomodulin
cg07313064,-0.011361663,0.668133537,Osteomodulin
cg06923233,9.99236e-4,0.679679247,Osteomodulin
cg23510313,-0.030370963,0.681900942,Osteomodulin
cg13945667,0.003480449,0.686494881,Osteomodulin
cg11784243,-0.001616355,0.695020087,Osteomodulin
cg17172569,0.008486481,0.696021512,Osteomodulin
cg21150843,-0.004419721,0.699343679,Osteomodulin
cg22853325,2.8068e-4,0.699397057,Osteomodulin
cg01854076,0.00789274,0.701329767,Osteomodulin
cg02501544,0.006788495,0.702683916,Osteomodulin
cg27223882,-0.008936307,0.720313201,Osteomodulin
cg08649379,4.96727e-4,0.731277398,Osteomodulin
cg19773385,-2.85237e-4,0.735445239,Osteomodulin
cg20438286,0.017161281,0.736235866,Osteomodulin
cg15187040,-0.002629895,0.749735592,Osteomodulin
cg06690548,0.092134653,0.74974841,Osteomodulin
cg24979407,0.024536859,0.75204438,Osteomodulin
cg07088935,0.003818594,0.758982654,Osteomodulin
cg05301556,0.010803483,0.76176127,Osteomodulin
cg00034003,-6.18062e-4,0.763678408,Osteomodulin
cg01620672,0.007645662,0.767505543,Osteomodulin
cg07694400,0.00907698,0.768291811,Osteomodulin
cg13023584,0.010337215,0.771071806,Osteomodulin
cg04736911,0.002327366,0.78712116,Osteomodulin
cg05194509,0.016196372,0.789326208,Osteomodulin
cg16604528,0.012166471,0.79563176,Osteomodulin
cg12190416,0.010901612,0.797771488,Osteomodulin
cg02999390,-0.009360964,0.801285895,Osteomodulin
cg26011692,0.008330968,0.801579298,Osteomodulin
cg02821693,0.002599076,0.80390867,Osteomodulin
cg01640443,-0.001999147,0.805637985,Osteomodulin
cg23097261,-0.008956946,0.805853235,Osteomodulin
cg24689583,0.012530102,0.80629180600000006,Osteomodulin
cg21411366,0.009457499,0.806766113,Osteomodulin
cg21182616,-4.73451e-4,0.807159019,Osteomodulin
cg25727008,0.00349621,0.807169993,Osteomodulin
cg03704393,-0.002353112,0.81199816,Osteomodulin
cg09503311,0.004157061,0.813730788,Osteomodulin
cg13176198,-0.024895075,0.815147738,Osteomodulin
cg08036285,-0.014719755,0.817310311,Osteomodulin
cg05575921,0.016628073,0.817338706,Osteomodulin
cg00121465,-0.005260268,0.81868141,Osteomodulin
cg06698053,-0.005890881,0.82425688,Osteomodulin
cg16374906,-0.010478807,0.827586637,Osteomodulin
cg00612225,-2.2028e-4,0.82914058,Osteomodulin
cg15900051,0.006087466,0.831755809,Osteomodulin
cg03577139,0.001853454,0.835380888,Osteomodulin
cg22297750,-0.002114591,0.836185237,Osteomodulin
cg15077070,5.53058e-4,0.840856655,Osteomodulin
cg20706526,0.004043638,0.840905077,Osteomodulin
cg03127656,5.00932e-4,0.847265851,Osteomodulin
cg02480397,0.012062119,0.848582523,Osteomodulin
cg05906295,7.51625e-4,0.852345554,Osteomodulin
cg05232211,0.008618978,0.854239139,Osteomodulin
cg03525191,-0.0080197,0.85428029,Osteomodulin
cg09721516,0.007873297,0.860823247,Osteomodulin
cg18864179,0.00192447,0.869715543,Osteomodulin
cg01767200,-0.003233222,0.870243088,Osteomodulin
cg05310046,4.69278e-4,0.873451458,Osteomodulin
cg00981070,0.00293215,0.873556014,Osteomodulin
cg26576890,0.037664461,0.873920133,Osteomodulin
cg16755833,-0.004437093,0.878252347,Osteomodulin
cg00771642,0.023314823,0.878888107,Osteomodulin
cg14663333,-9.75731e-4,0.887837128,Osteomodulin
cg11372436,0.001643455,0.88977934,Osteomodulin
cg17850539,-9.42689e-4,0.894554383,Osteomodulin
cg23418467,0.003125391,0.925048053,Osteomodulin
cg05969038,0.01077343,0.928812962,Osteomodulin
cg10154010,0.002026301,0.929697974,Osteomodulin
cg03625807,-0.002501112,0.932632321,Osteomodulin
cg20119495,-0.001468346,0.962925813,Osteomodulin
cg10784273,0.008941456,0.966732142,Osteomodulin
cg17493839,0.026327907,0.971614487,Osteomodulin
cg01678790,-0.008085587,0.976613392,Osteomodulin
cg16090885,-0.009102185,0.024226952,PAPP-A
cg10249221,-0.013960297,0.029448101,PAPP-A
cg06423533,-0.015100094,0.031202256,PAPP-A
cg07015725,-0.014965519,0.03136172,PAPP-A
cg11150901,-0.003417193,0.047016956,PAPP-A
cg13794530,-0.010753305,0.056621929,PAPP-A
cg14872260,-0.006281454,0.104484097,PAPP-A
cg08578734,-0.013358721,0.145046942,PAPP-A
cg15022400,-0.026662646,0.148832277,PAPP-A
cg02114909,-0.003219159,0.148996121,PAPP-A
cg03916694,-0.005597993,0.383771812,PAPP-A
cg00317577,-0.025331873,0.41423171,PAPP-A
cg04404381,-0.0051168,0.43149323,PAPP-A
cg17038235,-0.002710288,0.431863062,PAPP-A
cg20729813,-0.004279175,0.450773105,PAPP-A
cg26272069,-0.015831698,0.491974062,PAPP-A
cg00072426,1.7444e-4,0.507190599,PAPP-A
cg07148145,-0.007129797,0.541943026,PAPP-A
cg01656750,-0.008539324,0.562659704,PAPP-A
cg14766769,0.001770937,0.585105557,PAPP-A
cg25924746,-0.023710422,0.59230912,PAPP-A
cg13017318,-0.018806096,0.593413363,PAPP-A
cg00411413,-0.009372455,0.596970173,PAPP-A
cg06495615,-0.024137463,0.643419403,PAPP-A
cg05844321,0.010843259,0.660643897,PAPP-A
cg19779005,0.006886621,0.663965605,PAPP-A
cg25087851,-0.017114587,0.676986472,PAPP-A
cg18986335,0.011450374,0.720738408,PAPP-A
cg20317437,-0.002754628,0.723432395,PAPP-A
cg18783781,-0.009845917,0.727416004,PAPP-A
cg08698681,-0.00501,0.730141188,PAPP-A
cg13753183,-0.017754175,0.730183501,PAPP-A
cg18550847,-0.021209341,0.730319344,PAPP-A
cg22388471,0.006817967,0.7525885,PAPP-A
cg12077754,-0.023511437,0.753652678,PAPP-A
cg17429587,-0.007972974,0.755321663,PAPP-A
cg04538585,-3.15383e-4,0.756160554,PAPP-A
cg04766618,2.86378e-4,0.763470953,PAPP-A
cg20315954,-0.018102845,0.763724395,PAPP-A
cg13973002,0.003137154,0.770979696,PAPP-A
cg22232695,0.011023157,0.776418187,PAPP-A
cg26352718,-0.01805465,0.798129155,PAPP-A
cg18368116,-0.005754449,0.817639972,PAPP-A
cg01400924,0.018564086,0.825327421,PAPP-A
cg25944479,0.004039478,0.831806828,PAPP-A
cg12274567,0.001879612,0.832516392,PAPP-A
cg04983687,-0.136169769,0.838137324,PAPP-A
cg11699125,-0.016365484,0.845199724,PAPP-A
cg21544781,-0.003460475,0.849229355,PAPP-A
cg08940169,-0.042728476,0.862211509,PAPP-A
cg16129213,-4.64183e-4,0.874207682,PAPP-A
cg21220721,-0.02498498,0.877338204,PAPP-A
cg21824343,-0.014376486,0.887235811,PAPP-A
cg09480190,-0.024761436,0.892556433,PAPP-A
cg13054523,-0.031571955,0.899399751,PAPP-A
cg00390694,-7.35151e-4,0.919595047,PAPP-A
cg06607764,0.015301747,0.924439845,PAPP-A
cg11807446,-0.005016339,0.943674627,PAPP-A
cg21872608,1.51516e-4,0.027114809,PIGR
cg24504518,0.009130405,0.059225168,PIGR
cg05875421,-8.14e-5,0.110478878,PIGR
cg03578689,0.00203689,0.147308983,PIGR
cg07305776,-8.79141e-4,0.207175958,PIGR
cg24390938,0.005766714,0.228763505,PIGR
cg15020801,0.007175981,0.283861756,PIGR
cg17372101,0.025531063,0.374237881,PIGR
cg14973055,0.017816947,0.381235271,PIGR
cg23673974,5.24009e-4,0.465266843,PIGR
cg03547355,-0.004715202,0.475345398,PIGR
cg23101885,-0.003032584,0.48888177,PIGR
cg09762515,0.010344202,0.53887299,PIGR
cg03636183,-0.007923182,0.555896517,PIGR
cg25772143,5.3604e-4,0.596221912,PIGR
cg21161138,-0.005124291,0.599561065,PIGR
cg25648203,-0.048698576,0.700739878,PIGR
cg06690548,-0.027545505,0.74974841,PIGR
cg15499736,0.011855622,0.752343247,PIGR
cg05575921,-0.209423696,0.817338706,PIGR
cg22213242,-0.005195969,0.826359845,PIGR
cg06560955,0.019662229,0.830373344,PIGR
cg21610297,-0.003849686,0.8312492,PIGR
cg25848990,-0.00318766,0.846841228,PIGR
cg07455685,-0.001620581,0.927499387,PIGR
cg05417607,0.002844301,0.92982595,PIGR
cg02049041,-0.013584316,0.935792457,PIGR
cg17109461,0.006965413,0.018979966,RARRES2
cg05801338,0.015017552,0.020209118,RARRES2
cg22359217,0.002832197,0.028207071,RARRES2
cg04199396,0.004806472,0.029115126,RARRES2
cg03697316,9.30431e-4,0.029625575,RARRES2
cg09493652,0.01945356,0.029765651,RARRES2
cg14997715,0.008148906,0.031352442,RARRES2
cg24248978,0.001270777,0.031602202,RARRES2
cg23994692,-0.001481,0.031834581,RARRES2
cg13731504,0.004639356,0.033630987,RARRES2
cg14324693,-1.35099e-4,0.033982415,RARRES2
cg07003673,0.022330564,0.035593703,RARRES2
cg06491924,0.015629028,0.036290008,RARRES2
cg19267259,0.002466518,0.036514306,RARRES2
cg01244871,0.006347399,0.037983029,RARRES2
cg07058528,-0.005175589,0.038769079,RARRES2
cg13677424,0.002705547,0.038900179,RARRES2
cg12611723,0.010660406,0.041458869,RARRES2
cg06387204,-0.005311468,0.042655376,RARRES2
cg08770506,-0.004391279,0.045184321,RARRES2
cg25470077,0.007008717,0.045992653,RARRES2
cg06641299,-0.00504682,0.04857007,RARRES2
cg19305293,-0.012375408,0.049911217,RARRES2
cg16169375,0.01202419,0.050452716,RARRES2
cg27395666,0.002001144,0.051640886,RARRES2
cg13338207,0.012986179,0.051695082,RARRES2
cg03303162,-5.36595e-4,0.051966773,RARRES2
cg21177096,0.00308666,0.052265526,RARRES2
cg14497847,-0.004047836,0.052626126,RARRES2
cg01996497,-0.001465959,0.053000174,RARRES2
cg10367743,0.00371815,0.054006799,RARRES2
cg25770698,-0.024665933,0.056457879,RARRES2
cg16007772,-0.009964161,0.056553802,RARRES2
cg09163442,6.67536e-4,0.056695625,RARRES2
cg20050012,0.010504373,0.060584489,RARRES2
cg03476860,0.004923009,0.064623479,RARRES2
cg06134546,0.001877003,0.066088758,RARRES2
cg11467638,-0.004144318,0.068294575,RARRES2
cg01282418,-0.003517471,0.075954394,RARRES2
cg09678615,0.001126629,0.076533845,RARRES2
cg23743627,0.011743079,0.076837327,RARRES2
cg11081703,0.007356841,0.085387361,RARRES2
cg09306584,0.014481705,0.088095419,RARRES2
cg08278008,7.08106e-4,0.092006827,RARRES2
cg15432367,0.011502002,0.09627999,RARRES2
cg20611680,0.008128969,0.099586289,RARRES2
cg07537417,0.010347413,0.099975325,RARRES2
cg07339236,-0.043214095,0.119487849,RARRES2
cg00695799,-0.021906651,0.125603291,RARRES2
cg02619408,0.003053322,0.128205595,RARRES2
cg03725309,-0.023609857,0.134930135,RARRES2
cg13279811,-0.025414747,0.138857584,RARRES2
cg12596273,0.008517361,0.159857294,RARRES2
cg18468088,0.010961193,0.17564719,RARRES2
cg02328239,0.007526045,0.186244872,RARRES2
cg18575809,-0.002347602,0.196943811,RARRES2
cg21669326,-0.01229564,0.20102878,RARRES2
cg24369728,-0.019423996,0.203052109,RARRES2
cg16989117,-0.020862934,0.20342363,RARRES2
cg26257814,0.056598681,0.20689515,RARRES2
cg16900796,-6.49907e-4,0.208436192,RARRES2
cg01588826,0.001971454,0.245099351,RARRES2
cg23760687,-0.002727665,0.277640375,RARRES2
cg05696969,-0.017735643,0.279547685,RARRES2
cg02716826,-0.02445685,0.283761571,RARRES2
cg18975156,0.005402986,0.333028106,RARRES2
cg22910295,0.013375457,0.33409737900000003,RARRES2
cg07025011,0.019232178,0.366241556,RARRES2
cg18181703,-0.002539267,0.377354829,RARRES2
cg01181681,0.00191409,0.377560649,RARRES2
cg03309393,-0.016580456,0.384404489,RARRES2
cg05119988,-0.016196336,0.438956378,RARRES2
cg20595453,-0.018697828,0.487848711,RARRES2
cg20353001,0.014313118,0.491446047,RARRES2
cg10766585,0.014206237,0.509636867,RARRES2
cg23237276,0.01849684,0.522527841,RARRES2
cg27086690,0.003692513,0.527876167,RARRES2
cg16469223,0.022541663,0.558680284,RARRES2
cg12441038,5.495e-4,0.558766578,RARRES2
cg02539798,7.66797e-4,0.591864635,RARRES2
cg16867657,0.028011632,0.637998123,RARRES2
cg17642041,0.011587375,0.654447358,RARRES2
cg23291126,6.68654e-4,0.657574124,RARRES2
cg01976303,0.009982975,0.661037761,RARRES2
cg12458003,0.004004072,0.668896916,RARRES2
cg01790628,0.005476177,0.670213719,RARRES2
cg04339462,0.001779705,0.695807725,RARRES2
cg00631759,-0.028834122,0.697033028,RARRES2
cg15756055,0.006658592,0.697637813,RARRES2
cg00420347,0.014429998,0.701689613,RARRES2
cg23752651,5.02419e-4,0.712008803,RARRES2
cg19587968,-0.016350968,0.715551349,RARRES2
cg26825341,-0.002046843,0.726011765,RARRES2
cg10888811,-0.00308244,0.744730445,RARRES2
cg03770703,-0.004443686,0.758313384,RARRES2
cg19845127,-0.012426259,0.760100015,RARRES2
cg10087081,-0.013421868,0.773845737,RARRES2
cg24135615,0.023789841,0.777615276,RARRES2
cg25636068,-0.016000391,0.779776957,RARRES2
cg09497752,0.001361744,0.786408663,RARRES2
cg18790559,-6.85877e-4,0.792759454,RARRES2
cg14285881,0.007190514,0.793510183,RARRES2
cg10987774,-5.39622e-4,0.820917765,RARRES2
cg06844936,0.008982792,0.829481022,RARRES2
cg17257720,-0.006323782,0.831035311,RARRES2
cg09322003,-0.02083625,0.832087758,RARRES2
cg19319067,0.01144651,0.835690111,RARRES2
cg00712289,-0.017072286,0.836989769,RARRES2
cg08823186,-0.015289239,0.856253224,RARRES2
cg01206728,0.017515892,0.860375017,RARRES2
cg06771275,-0.005528723,0.8617953,RARRES2
cg03447327,0.011517772,0.876011637,RARRES2
cg12621546,1.33538e-4,0.876288693,RARRES2
cg02538976,-0.006950214,0.888769213,RARRES2
cg11733430,0.003619185,0.917632852,RARRES2
cg05192145,0.003737543,0.930660616,RARRES2
cg07207833,-0.00679865,0.972452524,RARRES2
cg10706454,0.001130775,0.026502018,Resistin
cg21385822,-0.001125696,0.042337272,Resistin
cg15828364,6.79e-5,0.146819147,Resistin
cg09916783,-0.003940317,0.147869512,Resistin
cg13984040,-0.001230078,0.218000287,Resistin
cg11835347,0.00205687,0.267726072,Resistin
cg19295068,-0.018454088,0.281008688,Resistin
cg05381960,-0.0169283,0.284983625,Resistin
cg22322184,-0.052894267,0.294582669,Resistin
cg02346997,-0.074539223,0.296658935,Resistin
cg17901584,-0.0118503,0.367027915,Resistin
cg24843346,-7.80402e-4,0.382247585,Resistin
cg07071764,-0.013990222,0.487439556,Resistin
cg00867472,-0.026332295,0.535564111,Resistin
cg07787977,-0.036653038,0.547716837,Resistin
cg05431171,-8.5036e-4,0.613538815,Resistin
cg18935453,-0.00821053,0.695941966,Resistin
cg07744435,-0.00211004,0.753179108,Resistin
cg02048220,6.42198e-4,0.766513732,Resistin
cg25406989,-0.002262125,0.814640675,Resistin
cg11276500,-0.00547622,0.838573598,Resistin
cg00910907,0.002263143,0.036039872,S100-A9
cg04730047,-0.026290188,0.186803132,S100-A9
cg06192883,0.058020595,0.230685449,S100-A9
cg08716584,-0.007136857,0.238006289,S100-A9
cg04085585,-0.001962813,0.239038285,S100-A9
cg16104584,-0.020375329,0.254372326,S100-A9
cg27545615,-0.009842606,0.269483654,S100-A9
cg16434190,-0.021415936,0.285501634,S100-A9
